city,Meal at an Inexpensive Restaurant,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks)",Combo Meal at McDonald's (or Equivalent Fast-Food Meal),Domestic Draft Beer (0.5 Liter),Imported Beer (0.33 Liter Bottle),Cappuccino (Regular Size),"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle)",Bottled Water (0.33 Liter),"Milk (Regular, 1 Liter)",Fresh White Bread (500 g Loaf),White Rice (1 kg),"Eggs (12, Large Size)",Local Cheese (1 kg),Chicken Fillets (1 kg),Beef Round or Equivalent Back Leg Red Meat (1 kg),Apples (1 kg),Bananas (1 kg),Oranges (1 kg),Tomatoes (1 kg),Potatoes (1 kg),Onions (1 kg),Lettuce (1 Head),Bottled Water (1.5 Liter),Bottle of Wine (Mid-Range),Domestic Beer (0.5 Liter Bottle),"Cigarettes (Pack of 20, Marlboro)",One-Way Ticket (Local Transport),Monthly Public Transport Pass (Regular Price),Taxi Start (Standard Tariff),Taxi 1 km (Standard Tariff),Taxi 1 Hour Waiting (Standard Tariff),Gasoline (1 Liter),Volkswagen Golf 1.5 (or Equivalent New Compact Car),Toyota Corolla Sedan 1.6 (or Equivalent New Mid-Size Car),"Basic Utilities for 85 m2Apartment (Electricity, Heating, Cooling, Water, Garbage)","Mobile Phone Plan (Monthly, with Calls and 10GB+ Data)","Broadband Internet (Unlimited Data, 60 Mbps or Higher)",Monthly Fitness Club Membership,"Tennis Court Rental (1 Hour, Weekend)",Cinema Ticket (International Release),"Private Full-Day Preschool or Kindergarten, Monthly Fee per Child","International Primary School, Annual Tuition per Child",Jeans (Levi's 501 or Similar),Summer Dress in a Chain Store (e.g. Zara or H&M),Nike Running Shoes (Mid-Range),Men's Leather Business Shoes,1 Bedroom Apartment in City Centre,1 Bedroom Apartment Outside of City Centre,3 Bedroom Apartment in City Centre,3 Bedroom Apartment Outside of City Centre,Price per Square Meter to Buy Apartment in City Centre,Price per Square Meter to Buy Apartment Outside of Centre,Average Monthly Net Salary (After Tax),"Annual Mortgage Interest Rate (20-Year Fixed, in %)",avg_food,avg_transport,avg_accommodation,avg_entertainment
Zagreb,13.043478260869565,65.21739130434783,8.695652173913043,3.260869565217391,2.347826086956522,2.3260869565217392,2.760869565217391,2.510869565217391,1.326086956521739,1.6956521739130435,2.869565217391304,3.902173913043478,12.467391304347826,11.086956521739129,12.967391304347824,1.8369565217391304,1.684782608695652,1.9456521739130435,2.782608695652174,1.3695652173913042,1.2173913043478262,1.1630434782608696,1.2391304347826084,7.608695652173913,1.6195652173913042,5.434782608695652,0.5760869565217391,53.26086956521739,2.1739130434782608,1.0869565217391304,9.673913043478262,1.6195652173913042,28755.978260869564,25317.07608695652,201.3804347826087,20.52173913043478,38.326086956521735,51.15217391304348,17.206521739130434,8.695652173913043,467.9130434782609,10451.086956521738,94.89130434782608,37.5,92.58695652173914,106.05434782608694,818.0760869565217,621.7391304347826,1388.891304347826,1028.3152173913043,5061.141304347826,3254.945652173913,1787.9347826086957,3.23,13.684782608695654,14.27445652173913,719.9076086956522,17.679347826086957
Tallinn,16.304347826086957,86.95652173913044,10.869565217391305,6.521739130434782,2.293478260869565,4.25,2.152173913043478,2.2499999999999996,1.0978260869565217,1.4565217391304348,3.010869565217391,2.869565217391304,11.771739130434781,9.141304347826086,23.532608695652172,2.239130434782609,1.4891304347826086,2.652173913043478,3.1847826086956523,0.9456521739130435,0.9130434782608695,1.9782608695652173,0.967391304347826,10.793478260869565,1.8478260869565215,6.521739130434782,2.1739130434782608,32.608695652173914,4.3478260869565215,1.0869565217391304,18.478260869565215,1.75,29597.82608695652,32065.217391304348,319.2826086956522,17.315217391304348,31.95652173913043,49.880434782608695,39.81521739130435,11.956521739130434,587.5,9963.152173913044,104.69565217391303,47.380434782608695,106.42391304347825,139.2391304347826,754.1521739130435,549.25,1451.086956521739,993.4782608695651,4984.967391304348,3373.2391304347825,2029.836956521739,3.67,17.678571428571427,10.054347826086955,651.7010869565217,19.788043478260867
Riga,13.043478260869565,65.21739130434783,7.608695652173913,5.434782608695652,2.119565217391304,3.3478260869565215,1.7826086956521738,1.2717391304347825,1.108695652173913,1.5108695652173911,2.4891304347826084,3.4347826086956523,10.130434782608695,7.945652173913043,12.369565217391305,1.8043478260869563,1.9021739130434783,2.4565217391304346,3.4565217391304346,1.0869565217391304,1.0108695652173914,1.6304347826086956,0.8695652173913043,7.608695652173913,1.826086956521739,5.434782608695652,1.6304347826086956,32.608695652173914,3.260869565217391,0.8152173913043478,18.423913043478258,1.6956521739130435,26508.695652173912,29387.347826086956,337.30434782608694,21.010869565217387,20.304347826086957,49.52173913043478,31.032608695652172,10.43478260869565,585.7065217391304,16852.010869565216,70.30434782608697,43.72826086956521,80.26086956521739,126.70652173913042,568.2608695652173,375.39130434782606,1064.4130434782608,717.5543478260869,2962.1086956521735,1938.923913043478,1499.9782608695652,4.77,13.305900621118012,9.578804347826086,471.8260869565217,18.25
Vilnius,13.043478260869565,70.65217391304347,7.608695652173913,5.434782608695652,2.032608695652174,3.402173913043478,1.9021739130434783,2.4130434782608696,1.4130434782608696,1.4673913043478262,2.4239130434782608,2.9239130434782608,10.706521739130434,7.010869565217392,11.456521739130434,1.576086956521739,1.4782608695652175,1.9130434782608694,2.9782608695652173,0.8260869565217391,0.8586956521739131,1.6195652173913042,0.8478260869565217,8.695652173913043,1.576086956521739,5.923913043478261,1.0869565217391304,41.30434782608695,2.9891304347826084,1.1956521739130435,13.695652173913043,1.576086956521739,26508.695652173912,30326.086956521736,228.40217391304347,13.586956521739129,17.793478260869566,41.43478260869565,33.94565217391304,9.239130434782608,592.0978260869565,11322.641304347826,77.90217391304348,40.67391304347826,97.95652173913044,123.78260869565216,793.0326086956521,604.4130434782608,1386.3804347826087,943.4673913043478,5807.25,3224.641304347826,1795.554347826087,4.21,14.267080745341612,11.644021739130435,698.7228260869565,16.20108695652174
Ljubljana,16.304347826086957,65.21739130434783,9.782608695652174,3.260869565217391,1.9891304347826086,2.5652173913043477,2.9456521739130435,1.9130434782608694,1.4130434782608696,2.0869565217391304,3.0652173913043477,3.6304347826086953,14.26086956521739,9.934782608695652,12.771739130434781,2.0,1.641304347826087,2.119565217391304,3.33695652173913,1.3152173913043477,1.5543478260869563,1.7173913043478262,0.8913043478260869,7.065217391304348,1.4565217391304348,5.869565217391305,1.6304347826086956,40.21739130434782,2.119565217391304,1.184782608695652,18.467391304347824,1.6521739130434783,28421.73913043478,23909.423913043476,312.3478260869565,17.717391304347824,41.0,50.80434782608695,19.315217391304348,8.695652173913043,593.3804347826086,13233.695652173912,103.98913043478261,40.30434782608695,103.64130434782608,134.82608695652175,1015.8478260869565,818.2717391304346,1988.641304347826,1429.3478260869565,6090.271739130435,4636.152173913044,1806.75,3.73,14.231366459627328,11.288043478260871,917.0597826086955,17.456521739130437
Bangkok,3.6363636363636362,36.36363636363637,7.575757575757576,3.0303030303030303,3.242424242424242,2.8612121212121213,0.7018181818181818,0.42787878787878786,1.882121212121212,1.7033333333333334,1.4027272727272726,2.5596969696969696,16.540606060606063,3.196969696969697,10.330606060606062,3.507878787878788,1.833030303030303,2.236969696969697,1.94,1.5796969696969698,1.4436363636363636,1.2869696969696969,0.5890909090909091,16.666666666666668,1.7954545454545454,4.545454545454546,1.2121212121212122,35.0,1.0606060606060606,1.2121212121212122,6.0606060606060606,1.1803030303030304,31818.18181818182,27165.289393939394,94.40363636363637,13.02909090909091,18.493030303030302,63.63636363636363,14.574242424242424,7.7272727272727275,533.2490909090909,15123.41606060606,63.942121212121215,38.46757575757576,98.93060606060607,95.83333333333333,682.939393939394,319.86939393939394,1980.861212121212,752.330909090909,5895.623030303031,3125.0,757.3351515151516,5.67,7.450822510822511,9.621212121212121,501.40439393939397,22.765151515151516
Kuala Lumpur,4.545454545454545,27.27272727272727,4.545454545454545,4.090909090909091,4.6045454545454545,3.0136363636363632,0.7431818181818182,0.425,2.027272727272727,1.0045454545454544,1.5999999999999999,2.370454545454545,13.938636363636363,4.386363636363636,8.820454545454545,2.9568181818181816,1.6068181818181817,2.4795454545454545,1.4977272727272726,1.2113636363636362,1.3704545454545454,1.1295454545454544,0.6545454545454544,17.045454545454543,3.1227272727272726,4.090909090909091,0.6818181818181818,11.363636363636363,1.1363636363636362,1.1363636363636362,4.545454545454545,0.5659090909090909,38636.36363636363,32034.090909090908,60.047727272727265,8.149999999999999,24.472727272727273,44.29999999999999,6.079545454545454,4.7727272727272725,274.5931818181818,10165.856818181817,60.69318181818181,40.55454545454545,81.50227272727273,88.11590909090908,620.3204545454545,343.75,1190.0386363636362,621.3681818181817,3581.506818181818,1382.9545454545453,1424.7727272727273,4.47,5.885714285714285,3.579545454545454,482.03522727272724,17.552272727272722
Singapore,9.62962962962963,59.25925925925925,7.4074074074074066,7.4074074074074066,4.2444444444444445,4.481481481481481,1.5407407407407407,1.1185185185185185,2.822222222222222,2.259259259259259,2.3037037037037034,3.3407407407407406,17.407407407407405,9.762962962962963,23.65185185185185,4.0814814814814815,2.9037037037037035,4.651851851851852,2.1259259259259258,2.444444444444444,2.3629629629629627,1.9037037037037035,1.2888888888888888,24.074074074074073,4.348148148148148,13.051851851851852,1.4814814814814814,90.37037037037037,3.407407407407407,0.7407407407407407,15.925925925925926,2.148148148148148,148148.14814814815,129092.68888888888,145.40740740740742,11.918518518518518,26.874074074074073,97.26666666666667,10.948148148148148,11.11111111111111,1441.7925925925927,28467.9037037037,74.85925925925926,44.837037037037035,97.42222222222222,110.23703703703703,2538.985185185185,1940.4740740740738,5195.155555555555,3532.059259259259,22273.16296296296,15355.444444444442,4015.2814814814815,2.66,12.103703703703703,23.999999999999996,2239.7296296296295,34.964814814814815
Bali,3.4375,31.25,4.57077625,2.5,3.067500625,2.4771043749999997,1.301229375,0.57638875,1.52408875,2.401809375,1.2044425,2.06488375,18.3887525,4.175,12.96875,3.826243125,1.667216875,2.4531625,2.087928125,1.9562875,2.343049375,1.0512650000000001,0.5833425,24.15625,2.578125,2.375,0.2859525,9.024353125,0.488306875,0.4922375,6.25,0.780625,27020.687106874997,36717.1875,78.012888125,6.457143125,19.791666875,57.8125,15.375,4.375,533.444855625,6151.6030225,48.526824375,37.45203875,87.499984375,83.90842125,1158.568100625,733.967195625,3587.24175,1691.423670625,2808.855780625,2193.6690518749997,235.210755,13.28,6.313763035714286,2.5727124999999997,946.267648125,22.2109375
Ho Chi Minh City,2.0,20.5318704,4.8,1.2,1.7465944,1.8057144,0.585076,0.3565044,1.6225,1.0512,1.0911688,1.56992,12.4609432,3.74,11.0784,2.89,1.2282296000000001,1.2996508,1.2469564,1.2,1.32,0.81,0.5580868,13.6,0.9636772,1.4,0.28,12.0,0.76,0.66,3.2,0.8865628,34000.0,33510.7692308,97.7162564,6.2615384,10.045454399999999,21.7968,10.964706000000001,3.6,366.0317468,19145.238650799998,50.3906512,32.321806800000005,99.2356596,84.9411764,581.5688096,303.35473,1188.5714284,677.6,4416.4893972,1979.4285716,510.1523272,8.77,4.376750285714286,3.425,442.46176980000007,10.0492
Hanoi,2.2,28.0,4.76,1.0,1.77927,1.926364,0.4832,0.264,1.5109092000000002,0.9459955999999999,0.8669644,1.5224348,13.336288,3.9658320000000002,10.408359599999999,3.3648024,1.1300128,1.4484107999999998,1.1685184,1.01389,1.1202464,0.6183468,0.5646376000000001,15.0,0.9769696000000001,1.456,0.4,8.347826,0.8,0.6,2.4,0.8279,31920.0,31866.6666668,74.2620164,5.763296800000001,9.48,30.5649652,10.3636364,4.1,607.9473112,21630.9463036,52.014083600000006,26.2383656,91.01576119999999,86.40416359999999,470.707822,307.7472572,927.3538771999999,585.5160756,4533.3333332,2533.3333331999997,523.2768664,7.83,5.456885942857142,2.5369565,389.2275396,12.6662413
Jakarta,2.03125,18.75,3.625,2.96875,3.625015625,2.14488625,0.526420625,0.27455375,1.513671875,1.2109375,0.95286375,1.8865,8.39851,3.4453125,8.501845625,3.0866475,1.6332237500000002,2.528289375,1.7941175,1.8296875,2.7744050000000002,1.07625,0.50703125,24.375,2.454326875,3.125,0.21875,13.125,0.5625,0.375,3.75,0.8109375,31250.0,37193.75,102.35977125000001,6.028134375,21.0190975,27.92613625,13.0859375,3.28125,180.012019375,8025.0,56.3920425,35.714285624999995,77.982954375,102.02205875,400.0,231.470588125,1273.848684375,680.078125,3051.041666875,1522.1153843749998,505.995185,9.8,3.9798774107142854,3.5703125,315.73529406250003,14.6377840625
Manila,6.25,29.196428571428573,4.464285714285714,1.6071428571428572,2.4305357142857145,2.7576785714285714,1.5032142857142858,0.9208928571428572,2.0669642857142856,1.3942857142857144,1.0858928571428572,2.32875,9.152142857142858,5.21875,7.707142857142857,3.4464285714285716,2.155357142857143,3.3885714285714283,2.2875,2.5799999999999996,3.0357142857142856,2.4310714285714283,0.6696428571428571,10.714285714285714,1.5160714285714287,3.392857142857143,0.5357142857142857,14.285714285714286,0.8035714285714286,0.25892857142857145,2.142857142857143,1.1239285714285714,23928.571428571428,22556.818214285715,122.56803571428573,15.391785714285716,27.045714285714286,45.763035714285714,5.9523214285714285,7.321428571428571,565.2787500000001,12555.125,56.10125,28.946428571428573,80.08107142857143,56.39839285714286,606.6062499999999,288.0569642857143,2144.839285714286,729.7619642857143,4752.232142857143,2836.309464285714,486.2167857142857,7.4,6.5374489795918365,3.970982142857143,447.33160714285714,16.351473214285715
Chiang Mai,2.121212121212121,18.939393939393938,7.575757575757576,2.121212121212121,2.859090909090909,1.7893939393939393,0.7575757575757576,0.3318181818181818,1.8575757575757574,1.6863636363636363,1.1442424242424243,2.106969696969697,15.071515151515152,2.8915151515151516,11.296060606060605,2.568484848484849,0.9784848484848485,1.6975757575757577,1.5369696969696969,1.313030303030303,1.1124242424242425,0.816060606060606,0.5012121212121212,18.181818181818183,1.7196969696969697,4.327272727272728,0.9090909090909091,54.54545454545455,1.2121212121212122,0.9090909090909091,1.8181818181818181,1.2175757575757575,21212.121212121212,26737.373636363634,64.57818181818182,13.67030303030303,18.255151515151514,44.31818181818182,3.8824242424242428,6.96969696969697,797.0345454545454,15115.488181818182,55.9330303030303,25.316363636363636,96.42424242424242,78.02181818181818,449.7209090909091,265.7754545454545,907.3233333333333,524.4754545454545,1973.3333333333333,1473.3333333333333,617.9281818181819,5.82,4.573766233766234,14.393939393939394,357.7481818181818,17.897727272727273
Phuket,6.0606060606060606,40.90909090909091,8.787878787878787,2.121212121212121,2.9887878787878788,3.0703030303030303,0.7042424242424242,0.4303030303030303,1.9475757575757575,1.7478787878787878,1.5754545454545454,2.089090909090909,19.77909090909091,3.1263636363636365,11.267878787878788,2.9727272727272727,1.7227272727272727,2.255454545454546,2.137272727272727,1.4754545454545454,1.3733333333333333,1.0963636363636364,0.5545454545454546,18.87757575757576,1.7824242424242425,4.412121212121212,1.4393939393939394,22.854848484848485,3.0303030303030303,1.0606060606060606,3.8624242424242423,1.2887878787878788,27272.727272727272,27090.909090909092,112.29181818181819,11.313030303030303,17.94272727272727,64.0281818181818,11.279393939393941,7.575757575757576,566.4981818181818,11511.402121212122,64.19727272727273,29.26787878787879,93.80424242424242,89.6269696969697,687.3736363636364,467.8787878787879,2121.969696969697,1169.0236363636363,3636.3636363636365,2606.060606060606,511.5545454545454,5.57,8.645281385281384,7.096287878787879,577.6262121212121,23.150681818181816
Phnom Penh,5.0,40.0,7.0,1.5,1.81,2.96,1.4,0.84,2.17,1.67,1.06,1.69,13.4,4.13,8.88,3.95,1.72,4.46,1.89,2.11,1.25,1.2,0.72,12.0,1.02,2.0,0.4,9.6,1.11,1.0,5.1,1.07,35000.0,36975.0,110.49,8.08,27.13,40.62,11.83,5.0,632.5,10987.71,28.75,23.0,93.0,55.83,616.31,344.54,1190.79,746.6,2874.67,1509.5,348.97,8.08,8.274285714285714,3.0275,480.42499999999995,14.78
Siem Reap,2.5,23.0,8.0,1.0,2.27,1.67,0.78,0.54,2.06,1.72,0.8,1.77,13.3,2.89,9.95,3.3,1.33,3.06,1.25,1.68,0.95,1.33,0.79,7.45,0.96,1.5,1.0,15.0,2.0,1.0,5.0,1.06,20000.0,20000.0,93.08,6.12,14.6,35.0,14.0,5.0,250.0,4490.0,26.25,13.33,70.0,44.67,341.4,233.6,649.6,413.6,2485.67,1084.8,220.08,9.2,5.325714285714286,4.75,287.5,12.1125
Tokyo,8.0,53.333333333333336,5.333333333333333,4.0,2.9874666666666667,3.7333333333333334,1.519,0.8768,1.6287333333333334,1.5386666666666668,6.1852,2.458666666666667,12.5846,7.971933333333333,23.233866666666668,5.6306,2.7672,4.904666666666667,6.1109333333333336,3.5827999999999998,3.535066666666667,1.3347333333333333,0.8727999999999999,10.0,1.9701333333333333,4.066666666666666,1.4666666666666666,98.26666666666667,3.3333333333333335,3.3333333333333335,19.6,1.1825333333333332,22893.333333333332,16750.3704,175.40513333333334,25.060333333333336,31.803933333333333,75.2032,29.4722,13.333333333333334,1210.5560666666668,17638.59646666667,52.5614,39.443533333333335,57.282199999999996,85.3846,1440.0,806.6666666666666,2555.641,1469.2174,14488.705133333333,6108.717933333333,2838.6836,1.75,10.524085714285716,26.6,1123.3333333333333,25.63413333333333
Hong Kong,8.333333333333334,64.1025641025641,6.410256410256411,7.088461538461538,2.2961538461538464,4.987179487179487,1.2794871794871796,1.0871794871794873,2.919230769230769,2.2961538461538464,2.258974358974359,3.3205128205128203,22.676923076923078,9.496153846153845,20.21923076923077,3.746153846153846,2.3923076923076922,3.755128205128205,2.9294871794871797,2.3602564102564103,2.385897435897436,1.5910256410256411,1.8474358974358975,15.384615384615385,1.7884615384615383,13.076923076923077,1.5705128205128205,70.51282051282051,3.717948717948718,1.3461538461538463,16.153846153846153,3.269230769230769,38461.53846153846,36562.535897435904,232.57692307692307,14.097435897435897,19.52564102564103,89.17051282051283,10.494871794871795,13.782051282051283,994.148717948718,22702.69358974359,70.75384615384615,41.794871794871796,82.94871794871796,127.39358974358974,2198.4807692307695,1677.3500000000001,4967.948717948718,3253.2051282051284,25392.438461538462,16066.14230769231,3395.379487179487,3.82,12.578205128205129,19.286858974358974,1937.915384615385,31.356410256410253
Seoul,9.62962962962963,66.66666666666667,7.407407407407407,3.7037037037037037,2.984325925925926,4.0,1.6998074074074072,0.8557481481481481,2.1627407407407406,3.3368592592592594,3.4493851851851853,3.16922962962963,14.832985185185183,10.556311111111112,30.251540740740744,8.197037037037036,3.6434962962962967,5.931933333333333,6.9738592592592585,3.787244444444444,2.9120074074074074,2.737496296296296,1.247985185185185,21.48148148148148,2.274859259259259,3.3333333333333335,1.1481481481481481,48.148148148148145,3.5555555555555554,0.5925925925925926,8.88888888888889,1.2609703703703703,29162.962962962964,28872.59259259259,171.09725185185187,32.9601037037037,21.249155555555557,60.91939259259259,20.42734814814815,11.11111111111111,1411.452088888889,23278.462162962966,49.91181481481481,33.66490370370371,74.6748962962963,75.61253333333333,951.4578444444445,633.2387703703704,2267.691096296296,1237.3522444444445,20049.145296296294,10712.78825925926,3266.361540740741,3.99,13.072463492063493,13.36111111111111,792.3483074074074,24.30392222222222
Osaka,6.666666666666667,33.333333333333336,4.666666666666667,2.6666666666666665,2.7778,3.1478,1.3127333333333333,0.7623333333333333,1.5833333333333333,1.4016,6.0,2.2457333333333334,10.1364,6.666666666666667,19.2,3.5453333333333332,2.0676,2.1666666666666665,4.25,1.6178,1.2178,1.3,0.85,10.0,2.0117333333333334,4.133333333333334,1.6,34.333333333333336,4.333333333333333,2.0,22.666666666666668,1.1605333333333334,22893.333333333332,15845.333333333334,137.67860000000002,25.555533333333333,33.833333333333336,59.44446666666667,19.444466666666667,13.333333333333334,544.0952,13777.7778,44.4058,28.333333333333332,72.58773333333333,95.31066666666666,788.3333333333334,593.3333333333334,1846.6666666666667,983.2313999999999,6442.2222,2196.6666666666665,2123.9052666666666,2.05,7.248504761904761,10.566666666666666,690.8333333333334,21.361116666666668
Beijing,4.166666666666667,25.0,4.861111111111111,1.0416666666666667,1.7458333333333333,2.9458333333333333,0.5361111111111111,0.29444444444444445,1.8458333333333332,1.6680555555555554,1.2097222222222224,2.0652777777777778,12.847222222222221,3.3902777777777775,10.940277777777776,2.0930555555555554,1.6694444444444443,1.8125,1.4124999999999999,0.7625,0.875,0.6430555555555555,0.5319444444444444,10.016666666666667,0.8541666666666667,3.6805555555555554,0.625,31.944444444444443,1.8055555555555556,0.32499999999999996,6.805555555555555,1.0722222222222222,18041.666666666668,16097.830555555556,49.75138888888888,8.930555555555555,13.177777777777777,51.452777777777776,19.59027777777778,7.986111111111111,664.6777777777778,23168.402777777777,55.29722222222222,34.50694444444444,78.96944444444445,100.26944444444445,1040.6416666666667,545.5722222222222,2149.8541666666665,1119.151388888889,11615.612500000001,5940.616666666667,1526.5527777777777,3.37,5.476587301587301,8.675,793.1069444444444,17.624305555555555
Shanghai,4.166666666666667,27.77777777777778,4.861111111111111,1.3888888888888888,1.6611111111111112,2.886111111111111,0.5125,0.3055555555555556,1.9652777777777777,1.6430555555555555,0.9472222222222222,1.7138888888888888,14.931944444444445,2.9333333333333336,11.355555555555556,2.2222222222222223,1.7027777777777777,1.6861111111111111,1.473611111111111,0.7638888888888888,1.0,0.5625,0.6583333333333333,11.11111111111111,0.8861111111111111,3.4722222222222223,0.41666666666666663,27.77777777777778,2.0833333333333335,0.41666666666666663,8.333333333333334,1.0791666666666666,18055.555555555555,17254.60138888889,51.573611111111106,8.181944444444444,10.434722222222222,60.56388888888889,16.944444444444443,8.333333333333334,1235.5972222222222,26355.81944444444,39.96388888888889,37.040277777777774,68.11527777777778,98.37222222222222,842.2624999999999,525.1069444444445,2105.5555555555557,1104.798611111111,13339.645833333332,6770.2972222222215,1587.8583333333333,3.27,5.881150793650793,7.673611111111111,683.6847222222221,20.349305555555553
Krakow,10.0,50.0,8.75,4.5,1.6625,3.9725,2.29,2.4075,1.1,1.43,1.6175,3.865,8.37,6.5775,11.3925,1.3,1.735,1.76,2.7975,0.915,0.9225,1.2375,0.7125,6.25,1.0625,5.25,1.5,37.5,2.25,1.0,12.25,1.5,29897.5,28444.1175,308.105,8.75,17.125,40.7225,22.7775,7.5,432.6675,10075.0,76.49,43.54,91.98,110.3575,875.6575,727.38,1398.53,1132.8125,5352.38,3487.5225,1807.2175,6.77,11.161785714285715,10.5625,801.51875,14.743125
Macau,6.25,56.25,6.25,5.8125,2.0625,5.33375,1.33375,0.96875,3.1,1.71375,1.70375,3.19125,17.5675,7.85375,22.99125,3.155,2.95875,3.63625,2.84375,4.38375,3.44625,1.9375,1.17,12.375,1.385,6.25,0.75,22.5,2.625,1.30625,15.0,1.83125,31250.0,27960.4475,123.0425,25.41625,37.375,89.6425,4.16625,14.75,1223.95875,19261.00625,70.25,33.75,93.75,137.5,1127.5,1087.5,2109.375,1462.5,12629.13625,7956.45,2077.5,3.28,11.079464285714284,6.7953125,1107.5,30.645
Taipei,5.0,46.875,5.46875,2.96875,2.16375,3.3278125,0.95,0.660625,2.95375,1.8271875,3.14875,2.5640625,19.14125,9.334375,19.7790625,4.759375,3.4240625,3.0409375,4.5434375,2.7678125,2.2046875,1.65625,1.18375,14.84375,1.7196875,3.90625,0.78125,37.5,2.65625,0.78125,9.375,0.9521875,33375.0,24319.94125,74.0390625,17.1475,25.7115625,41.2959375,16.40625,9.375,625.0,16145.8334375,59.570625,35.40875,82.03125,110.4346875,715.98125,476.463125,1622.5809375,929.2165625,14176.349375,8452.151875,1665.676875,2.34,9.066562500000002,10.4296875,596.2221875,17.120859375000002
Kyoto,10.0,33.333333333333336,5.333333333333333,3.3333333333333335,3.488866666666667,3.5555333333333334,0.9,0.7655333333333333,1.6666666666666667,1.7066666666666668,5.339333333333333,2.2578666666666667,9.111133333333333,6.666666666666667,11.777800000000001,5.333333333333333,2.4444666666666666,5.333333333333333,3.7777999999999996,2.0,1.7778,1.2222000000000002,1.0166666666666666,8.0,1.6783333333333332,4.133333333333334,1.5333333333333334,86.215,3.5,4.666666666666667,0.3333333333333333,1.164,22893.333333333332,16048.666666666666,107.70833333333333,25.1704,32.5,55.6,20.0,13.0,683.8888666666667,6902.2222,59.166666666666664,48.39033333333334,73.5322,108.88886666666667,595.1048,345.46666666666664,1875.5555333333334,822.2222,124.84403333333333,73.4748,2000.1967333333334,2.07,7.843485714285714,23.97875,470.2857333333333,19.983333333333334
Istanbul,15.625,75.0,13.28125,6.25,4.878125,5.600625,2.3090625,0.8146875,1.6859375,1.155625,3.2465625,3.39375,14.72375,8.2525,29.82375,2.920625,3.281875,2.115,2.0409375,0.7559375,0.6115625,1.469375,0.8303125,17.1875,3.2734375,3.125,1.3125,85.875,1.703125,1.125,10.9375,1.76,63187.5,62304.8490625,106.2846875,15.934375,22.2046875,92.1296875,27.8984375,12.65625,1386.8275,30387.9796875,80.1309375,56.3575,154.87375,126.535,1496.4346875,894.9675,2753.615,1671.7234375,4559.1875,2370.6596875,1663.89875,42.78,16.208705357142858,22.50390625,1195.70109375,32.055859375
Dubai,12.806539509536785,81.74386920980926,9.536784741144414,13.623978201634877,3.1907356948228887,5.885558583106268,1.7084468664850136,0.8310626702997275,1.8610354223433243,1.422343324250681,2.4795640326975477,3.623978201634878,14.76566757493188,8.435967302452317,11.76566757493188,2.566757493188011,1.8555858310626703,1.8610354223433243,1.3732970027247957,1.0790190735694822,1.0,1.4032697547683926,0.6321525885558583,19.07356948228883,2.5122615803814714,6.130790190735695,1.6348773841961852,95.36784741144415,3.2697547683923704,0.6811989100817439,8.174386920980927,0.7901907356948229,29972.75204359673,22545.28065395095,232.05994550408718,56.817438692098094,92.66212534059946,77.65667574931881,49.972752043596735,14.986376021798366,902.8719346049046,16665.713896457764,77.41689373297002,62.19073569482289,108.53678474114442,107.62942779291554,2289.5776566757495,1450.9536784741144,4330.277929155313,3054.365122615804,7249.795640326975,4029.0272479564037,4016.3269754768394,4.5,16.16348773841962,25.23841961852861,1870.265667574932,31.33514986376022
Antalya,12.5,54.6875,12.5,3.75,3.6425,5.220625,1.9790625,0.71875,1.415625,1.390625,3.0365625,3.37125,13.1709375,7.455625,26.226875,2.030625,2.6678125,1.3628125,1.8190625,0.871875,0.64375,1.1709375,0.8490625,9.84375,2.7521875,3.046875,1.09375,37.5,1.3125,0.9375,12.1875,1.618125,65562.5,59731.605,128.9003125,13.9403125,19.4265625,73.308125,26.5665625,8.203125,891.8121875,15010.5128125,75.61875,39.8534375,140.79,98.4375,740.3846875,587.989375,1221.8696875,938.85,3463.5415625,1842.485,1298.2584375,40.87,12.63642857142857,10.2109375,664.18703125,23.77625
Abu Dhabi,8.174386920980927,68.11989100817439,9.536784741144414,10.899182561307903,2.362397820163488,5.435967302452316,1.1171662125340598,0.3787465940054496,1.8501362397820165,1.5422343324250682,2.577656675749319,3.433242506811989,9.91008174386921,9.130790190735695,11.302452316076293,2.395095367847411,1.8228882833787468,1.8664850136239781,1.3760217983651226,1.1880108991825613,1.3269754768392372,1.8147138964577658,0.6185286103542235,13.623978201634877,2.3324250681198913,6.539509536784741,0.6811989100817439,25.885558583106267,3.2697547683923704,0.5449591280653951,8.174386920980927,0.7520435967302452,29972.75204359673,21814.25885558583,160.75476839237058,49.87465940054496,95.14713896457766,65.65122615803814,43.141689373297005,13.623978201634877,639.5694822888283,13639.070844686648,55.705722070844686,50.013623978201636,92.56403269754767,94.30790190735695,1914.8119891008173,1338.6702997275204,3706.773841961853,2815.3378746594008,4716.923705722071,2983.3487738419617,2622.5994550408723,5.31,13.340210198520824,7.5953678474114446,1626.7411444141687,25.94959128065395
