city,Meal at an Inexpensive Restaurant,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks)",Combo Meal at McDonald's (or Equivalent Fast-Food Meal),Domestic Draft Beer (0.5 Liter),Imported Beer (0.33 Liter Bottle),Cappuccino (Regular Size),"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle)",Bottled Water (0.33 Liter),"Milk (Regular, 1 Liter)",Fresh White Bread (500 g Loaf),White Rice (1 kg),"Eggs (12, Large Size)",Local Cheese (1 kg),Chicken Fillets (1 kg),Beef Round or Equivalent Back Leg Red Meat (1 kg),Apples (1 kg),Bananas (1 kg),Oranges (1 kg),Tomatoes (1 kg),Potatoes (1 kg),Onions (1 kg),Lettuce (1 Head),Bottled Water (1.5 Liter),Bottle of Wine (Mid-Range),Domestic Beer (0.5 Liter Bottle),"Cigarettes (Pack of 20, Marlboro)",One-Way Ticket (Local Transport),Monthly Public Transport Pass (Regular Price),Taxi Start (Standard Tariff),Taxi 1 km (Standard Tariff),Taxi 1 Hour Waiting (Standard Tariff),Gasoline (1 Liter),Volkswagen Golf 1.5 (or Equivalent New Compact Car),Toyota Corolla Sedan 1.6 (or Equivalent New Mid-Size Car),"Basic Utilities for 85 m2Apartment (Electricity, Heating, Cooling, Water, Garbage)","Mobile Phone Plan (Monthly, with Calls and 10GB+ Data)","Broadband Internet (Unlimited Data, 60 Mbps or Higher)",Monthly Fitness Club Membership,"Tennis Court Rental (1 Hour, Weekend)",Cinema Ticket (International Release),"Private Full-Day Preschool or Kindergarten, Monthly Fee per Child","International Primary School, Annual Tuition per Child",Jeans (Levi's 501 or Similar),Summer Dress in a Chain Store (e.g. Zara or H&M),Nike Running Shoes (Mid-Range),Men's Leather Business Shoes,1 Bedroom Apartment in City Centre,1 Bedroom Apartment Outside of City Centre,3 Bedroom Apartment in City Centre,3 Bedroom Apartment Outside of City Centre,Price per Square Meter to Buy Apartment in City Centre,Price per Square Meter to Buy Apartment Outside of Centre,Average Monthly Net Salary (After Tax),"Annual Mortgage Interest Rate (20-Year Fixed, in %)"
Zagreb,13.81692573402418,69.08462867012089,9.211283822682786,3.454231433506045,2.4870466321243523,2.4640184225676456,2.9245826137017845,2.6597582037996546,1.4047207829591248,1.7962003454231432,3.0397236614853194,4.1335636154289,13.206678180771444,11.74438687392055,13.736327000575704,1.9458837075417386,1.7846862406447899,2.061024755325273,2.9476108232584917,1.4507772020725387,1.2895797351755902,1.2320092112838228,1.312607944732297,8.059873344847437,1.7156016119746689,5.757052389176741,0.6102475532527346,56.41911341393207,2.3028209556706964,1.1514104778353482,10.2475532527346,1.7156016119746689,30461.139896373053,26818.318940702356,213.32181922855497,21.738629821531372,40.59873344847438,54.18537708693149,18.22682786413356,9.211283822682786,495.6591824985607,11070.811744386874,100.5181347150259,39.72366148531951,98.07714450201497,112.34312032239492,866.5860679332181,658.6067933218192,1471.2492803684513,1089.2918825561312,5361.25503742084,3447.9562464018422,1893.9550949913644,3.23
Tallinn,17.271157167530223,92.11283822682786,11.514104778353483,6.90846286701209,2.4294761082325844,4.502014968336212,2.2797927461139893,2.3834196891191706,1.1629245826137018,1.5428900402993668,3.1894070236039145,3.0397236614853194,12.46977547495682,9.683362118595278,24.92803684513529,2.3719055843408174,1.577432354634427,2.8094415659182497,3.3736327000575703,1.0017271157167529,0.9671848013816925,2.095567069660334,1.02475532527346,11.433506044905007,1.957397812320092,6.90846286701209,2.3028209556706964,34.542314335060446,4.605641911341393,1.1514104778353482,19.57397812320092,1.8537708693149109,31352.907311456533,33966.609096142776,338.2153137593552,18.341968911917096,33.85146804835924,52.83822682786413,42.17616580310881,12.665515256188831,622.3373632700058,10553.943580886586,110.90385722510074,50.189982728842836,112.73459988485894,147.4956822107081,798.8716177317214,581.8192285549799,1537.13298791019,1052.3891767415082,5280.564191134139,3573.2642487046633,2150.201496833621,3.67
Riga,13.81692573402418,69.08462867012089,8.059873344847437,5.757052389176741,2.245250431778929,3.5463442717328726,1.888313183649971,1.3471502590673574,1.1744386873920551,1.600460564191134,2.6367299942429474,3.6384571099597007,10.731145653425445,8.416810592976395,13.103051237766264,1.911341393206678,2.0149683362118593,2.6021876799078867,3.6614853195164074,1.1514104778353482,1.0708117443868739,1.7271157167530224,0.9211283822682786,8.059873344847437,1.934369602763385,5.757052389176741,1.7271157167530224,34.542314335060446,3.454231433506045,0.8635578583765112,19.51640759930915,1.7962003454231432,28080.598733448474,31129.948186528498,357.30569948186525,22.25676453655728,21.508347725964306,52.45826137017847,32.872769142199196,11.053540587219343,620.4375359815774,17851.295336787563,74.47322970639033,46.321243523316056,85.02014968336212,134.21991940126654,601.95739781232,397.65112262521586,1127.5302245250432,760.1036269430051,3137.7547495682206,2053.8975244674725,1588.9234312032238,4.77
Vilnius,13.81692573402418,74.84168105929764,8.059873344847437,5.757052389176741,2.1531375935521013,3.60391479562464,2.0149683362118593,2.5561312607944733,1.4968336211859528,1.5544041450777202,2.5676453655728264,3.097294185377087,11.34139320667818,7.426597582037997,12.13586643638457,1.6695451928612548,1.5659182498560738,2.026482440990213,3.154864709268854,0.8750719631548647,0.9096142774899252,1.7156016119746689,0.8981001727115716,9.211283822682786,1.6695451928612548,6.275187104202648,1.1514104778353482,43.753598157743234,3.166378814047208,1.266551525618883,14.507772020725387,1.6695451928612548,28080.598733448474,32124.352331606216,241.94588370754173,14.392630972941854,18.84858952216465,43.89176741508347,35.95854922279793,9.78698906160046,627.2078295912493,11994.04720782959,82.52158894645942,43.08578008059873,103.76511226252158,131.12262521588946,840.0575705238917,640.2533103051237,1468.5895221646517,999.4127806563039,6151.60621761658,3415.854922279793,1902.02648244099,4.21
Ljubljana,17.271157167530223,69.08462867012089,10.362694300518134,3.454231433506045,2.1070811744386875,2.7173287276914215,3.1203223949337935,2.026482440990213,1.4968336211859528,2.2107081174438687,3.246977547495682,3.845710995970063,15.106505469199767,10.523891767415083,13.529073114565342,2.118595279217041,1.7386298215313758,2.245250431778929,3.534830166954519,1.3932066781807713,1.6465169833045479,1.8192285549798504,0.9441565918249855,7.484168105929763,1.5428900402993668,6.217616580310881,1.7271157167530224,42.602187679907885,2.245250431778929,1.2550374208405297,19.562464018422563,1.7501439263097294,30107.081174438685,25327.196315486468,330.8693149107657,18.767990788716176,43.43120322394933,53.81692573402418,20.46056419113414,9.211283822682786,628.5664939550949,14018.422567645364,110.15544041450777,42.69430051813471,109.78698906160045,142.8209556706966,1076.0852043753598,866.7933218192285,2106.5630397236614,1514.104778353483,6451.4104778353485,4911.065054691998,1913.8860103626942,3.73
Bangkok,3.587862261967763,35.87862261967763,7.474713045766173,2.989885218306469,3.199177183587922,2.823049623124968,0.6924574165597782,0.42217179282487344,1.8570177090901479,1.6806144812100663,1.3840178675540644,2.5255560439034745,16.319989475604032,3.1543289053133248,10.192817697728584,3.4610911287115687,1.8085815685535833,2.2071332681538354,1.9141245167598013,1.5586271643031624,1.424381318001202,1.2698042522147575,0.5812336864387776,16.44436870068558,1.771506991846583,4.4848278274597035,1.1959540873225876,34.53317427143972,1.0464598264072642,1.1959540873225876,5.979770436612938,1.1645602925303697,31393.794792217926,26802.962079285775,93.1444921829451,12.855310484630493,18.24637252175889,62.78758958443585,14.379852957444962,7.624207306681496,526.1366796128697,14921.701782868555,63.08926900296298,37.954499926747815,97.61108171057313,94.55512002894208,673.8304316497289,315.6030150002541,1954.4407270204895,742.2964112407724,5816.9879298333735,3083.3191313785464,747.2339076902838,5.67
Kuala Lumpur,4.895601302229946,29.373607813379678,4.895601302229946,4.406041172006952,4.959244119158936,3.2457836633784543,0.8004308129145962,0.4577387217585,2.183438180794556,1.081927887792818,1.723251658384941,2.553056079112917,15.01236139328813,4.724255256651898,9.499914326977212,3.18458864710058,1.730595060338286,2.6705505103664358,1.6131006290847671,1.3046777470442807,1.4760237926223287,1.2165569236041416,0.7049665875211122,18.358504883362297,3.363278094631973,4.406041172006952,0.7343401953344919,12.239003255574865,1.2239003255574865,1.2239003255574865,4.895601302229946,0.6095023621276283,41612.611068954546,34501.75017746555,64.6733410031087,8.777813134898294,26.35791741120603,47.71253029153305,6.547866741732553,5.140381367341443,295.74572246836215,10948.956013022298,65.36851638802536,43.67855481849558,87.78057914963405,94.90367904437862,668.1051575159719,370.2298484811397,1281.710033534869,669.2335936161359,3857.398477467995,1489.4866962034612,1534.5262281839766,4.47
Singapore,10.133291760854314,62.358718528334244,7.7948398160417804,7.7948398160417804,4.466443214591941,4.715878088705277,1.6213266817366905,1.177020812222309,2.9698339699119187,2.377426143892743,2.424195182788994,3.5154727570348427,18.317873567698186,10.273598877543067,24.888923532621405,4.294956738639021,3.055577207888378,4.895159404474239,2.2371190272039914,2.5722971392937874,2.486553901317328,2.0032738327227375,1.35630212799127,25.33322940213579,4.575570972016525,13.734507755865618,1.5589679632083562,95.09704575570973,3.5856263153792187,0.7794839816041781,16.75890560448983,2.2605035466521164,155896.79632083562,135844.67222698574,153.01270558890016,12.541897264011226,28.27967885259958,102.35404162444462,11.520773248109752,11.692259724062671,1517.2032114740043,29956.87115129784,78.77465118091824,47.1821654065009,102.51773326058151,116.00280614233378,2671.782679865929,2041.9674175695689,5466.8797256216385,3716.79787980357,23438.124561540262,16158.58601605737,4225.294255203056,2.66
Bali,3.049121756193899,27.719288692671807,4.054357325547451,2.2175430954137445,2.7209259324584387,2.1972342813601715,1.154212886432317,0.5112667571346635,1.3518929937441058,2.1304463184125004,1.0683612598791477,1.8315874810578163,16.311140455858894,3.7032969693409536,11.5035048074588,3.3939436092872235,1.4788501078854122,2.175997425521168,1.8520282389255662,1.7352607353076863,2.078325185497896,0.9324901768800522,0.5174348532545568,21.42701015943531,2.286841317145424,2.1066659406430572,0.2536447967965195,8.004756785167679,0.433136615639725,0.43662314777148925,5.543857738534362,0.6924278315429417,23967.815250874337,32568.77824945474,69.19877656595146,5.7275972611768315,17.55554969015407,51.28068408144284,13.637890036794529,3.880700416974053,473.17478255008024,5456.577923308479,43.04412973405466,33.22060397569221,77.61399447983672,74.42821607600217,1027.669876843034,651.0415547673632,3181.9452697169672,1500.3219528855361,2491.503496935181,1945.8222638432887,208.63599428692157,13.28
Ho Chi Minh City,1.9090529904391114,19.598214293214138,4.5817271770538675,1.1454317942634669,1.6671706312021028,1.7236022375994828,0.5584705437170767,0.3402928954623506,1.5487192384937292,1.003398251774797,1.0415495303569284,1.498530235375085,11.894300439825955,3.5699290921211384,10.574626324640326,2.758581571184516,1.1723776954129168,1.2405511231332917,1.1902529221835945,1.1454317942634669,1.2599749736898136,0.7731664611278402,0.5327086372322971,12.981560334985957,0.9198554202389948,1.336337093307378,0.2672674186614756,11.454317942634669,0.7254401363668623,0.6299874868449068,3.054484784702578,0.8462476822760359,32453.900837464895,31986.91710598685,93.27275574746749,5.976804303634664,9.588652381319864,20.805623111001612,10.466102389292834,3.4362953827904006,349.3870004120958,18274.637549490097,48.0992116817671,30.852020963967604,94.72306635878887,81.07860340891804,555.1228375564971,289.5601272351746,1134.5229198687532,646.7871531607709,4215.656145483645,1889.4170169867994,486.953912910316,8.77
Hanoi,2.0999582894830224,26.72674186614756,4.543546117245085,0.9545264952195557,1.698360357149299,1.838765477437124,0.4612272024900893,0.2519949947379627,1.442202863270983,0.9029778645611207,0.827540490212125,1.4532043538442854,12.729840243878618,3.785491719589561,9.935055009972816,3.2117930419783494,1.0786271575372368,1.3825464845621527,1.1153817729515627,0.9677848682381553,1.0693048699743244,0.5902284038342276,0.5389615493971814,14.317897428293335,0.9325433682240513,1.389790577039673,0.38181059808782225,7.968221094482683,0.7636211961756445,0.5727158971317334,2.2908635885269337,0.7902524853922701,30468.485727408217,30417.577647790444,70.88506224222917,5.501219495414081,9.048911174681388,29.175069108863685,9.892365530621813,3.9135586304001784,580.3018162378885,20647.311363457713,49.648820920764976,25.045215156457356,86.87695554797601,82.4750634534851,449.3030876060905,293.75291082854716,885.1838462319822,558.8906075371764,4327.186778201382,2418.133787762271,499.48163331426366,7.83
Jakarta,1.8017537650236675,16.631573215603083,3.2154374883499295,2.6333324258038218,3.215451347994276,1.9025510776541517,0.4669441689008552,0.24353390905298053,1.3426530460512907,1.0741224368410325,0.8452065718730194,1.6733580197992117,7.449623144905315,3.0560515783670668,7.541283625596921,2.7379095406404383,1.4486976200312975,2.2426362586956725,1.5914131497943877,1.6229643529559343,2.460945060652548,0.9546523025756171,0.4497454590386001,21.62104518028401,2.1770302462178575,2.771928869267181,0.19403502084870267,11.64210125092216,0.49894719646809255,0.3326314643120617,3.3263146431206168,0.7193155415748335,27719.28869267181,32991.49740201799,90.79488159342714,5.347059104602999,18.644301813181322,24.770964249108392,11.607452140056319,2.91052531273054,159.6737642626066,7118.31333627812,50.02071379286138,31.679186998141237,69.17222481369853,90.49532478438316,354.80689526619915,205.318401795181,1129.9257418550653,603.2410201742703,2706.3265528793195,1350.1425844175276,448.82645152374016,9.8
Manila,5.7138379359658344,26.691785786583253,4.0813128114041675,1.4692726121055002,2.222029947040885,2.5211085498605823,1.3742596498560113,0.8418932067364516,1.8896478316801295,1.2746756172577496,0.9927385282459497,2.1289760149408696,8.367017768403455,4.771054676531471,7.045978437608155,3.150773490404017,1.970457825345932,3.097879676368219,2.0912646845634955,2.3586722999666963,2.7752927117548336,2.222519704578253,0.6121969217106251,9.795150747370002,1.3860138307528553,3.101797736667167,0.4897575373685001,13.060200996493336,0.7346363060527501,0.2367161430614417,1.9590301494740003,1.0275113133991132,21875.836669126336,20621.760580395334,112.05342275217616,14.071387058646833,24.72557252656118,41.83721112467921,5.441695997701404,6.693353010702834,516.7857865832555,11478.071922526888,51.28855208081652,26.46323226914462,73.21124222101778,51.56020426154358,554.567968551036,263.34572964077915,1960.8422523622637,667.1586553217054,4344.557487739736,2592.994018427943,444.50622645082507,7.4
Chiang Mai,2.0929196528145284,18.68678261441543,7.474713045766173,2.0929196528145284,2.820956703472153,1.76552722140997,0.7474713045766173,0.32739243140455837,1.8327996388218655,1.66387112398755,1.1289806584325226,2.078867192288488,14.870493121769055,2.852948475308033,11.145395128281024,2.5342267110365633,0.9654339369911589,1.6749336992952841,1.516469782725041,1.2955172650921931,1.0975868636403048,0.8051760892899321,0.49452701510789,17.939311309838814,1.6967598613889212,4.269556091741638,0.8969655654919407,53.81793392951644,1.1959540873225876,0.8969655654919407,1.7939311309838815,1.2013358807155392,20929.196528145283,26380.75380986124,63.7168459102855,13.487970196824143,18.01166653212183,43.72707131773211,3.830640941694248,6.876736002104879,786.4037959582731,14913.879645160421,55.18700237097897,24.978697067819567,95.13814764651185,76.98117269278032,443.72258648990464,262.23057396826533,895.2215654441026,517.4800649403069,1947.0132541611727,1453.6821931406052,609.6863311417475,5.82
Phuket,5.979770436612938,40.36345044713733,8.670667133088761,2.0929196528145284,2.9489237908156705,3.029351703188114,0.6948493247344234,0.42456370099951857,1.9215992298055675,1.7245657939191714,1.5544413249975333,2.0612268695004796,19.515279808408156,3.0846645797267844,11.117589195750774,2.933077399158646,1.6997497466072278,2.2253715679855053,2.108766044471553,1.4557751127934198,1.355015980936492,1.0817404719832806,0.5471489949500838,18.62578895596198,1.758650485407865,4.353272877854219,1.4201954786955728,22.55001330498922,2.989885218306469,1.0464598264072642,3.810907699253425,1.2715981833457413,26908.966964758223,26729.573851659832,110.79408361513002,11.16213848550354,17.703409366114435,63.174181743162876,11.12895075958034,7.474713045766173,558.9422982051718,11357.864444583973,63.341017338344386,28.877507392491204,92.55309288676408,88.4315361133286,678.2055306896768,461.6382777065188,2093.667124119105,1153.4313417707892,3587.862261967763,2571.3012877435635,504.73149335796995,5.57
Phnom Penh,5.0,40.0,7.0,1.5,1.81,2.96,1.4,0.84,2.17,1.67,1.06,1.69,13.4,4.13,8.88,3.95,1.72,4.46,1.89,2.11,1.25,1.2,0.72,12.0,1.02,2.0,0.4,9.6,1.11,1.0,5.1,1.07,35000.0,36975.0,110.49,8.08,27.13,40.62,11.83,5.0,632.5,10987.71,28.75,23.0,93.0,55.83,616.31,344.54,1190.79,746.6,2874.67,1509.5,348.97,8.08
Siem Reap,2.5,23.0,8.0,1.0,2.27,1.67,0.78,0.54,2.06,1.72,0.8,1.77,13.3,2.89,9.95,3.3,1.33,3.06,1.25,1.68,0.95,1.33,0.79,7.45,0.96,1.5,1.0,15.0,2.0,1.0,5.0,1.06,20000.0,20000.0,93.08,6.12,14.6,35.0,14.0,5.0,250.0,4490.0,26.25,13.33,70.0,44.67,341.4,233.6,649.6,413.6,2485.67,1084.8,220.08,9.2
Tokyo,7.578283670314348,50.52189113542899,5.052189113542899,3.789141835157174,2.829983731951055,3.536532379480029,1.4389266119009367,0.8305798902664526,1.542875402912082,1.4575565592571262,5.859150019703538,2.3290591813432764,11.921208584679743,7.551696525104328,22.009104044782607,5.333785504258996,2.621328321561733,4.646119413541888,5.788798286297453,3.3939343417502803,3.3487172491840718,1.2643734780280298,0.8267907484312953,9.472854587892934,1.8662786585427467,3.8522941990764603,1.389352006224297,93.08658441702791,3.1576181959643117,3.1576181959643117,18.566794992270154,1.120196631200299,21686.521769882893,15867.3823092546,166.15873220366387,23.739289359079294,30.12740357897077,71.238897814423,27.918586498529816,12.630472783857247,1146.742159002496,16708.785946325545,49.790649913607574,37.36428556993746,54.262595107460065,80.88358998454031,1364.0910606565826,764.1436034233634,2420.921557185729,1391.7682788202128,13724.939689492458,5786.699670092051,2689.0436963836432,1.75
Hong Kong,8.288490474611717,63.75761903547474,6.375761903547474,7.050317512942796,2.283797913850705,4.960342760959935,1.2726020759480758,1.0813292188416517,2.9035219708755196,2.283797913850705,2.24681849481013,3.302644666037591,22.554895309989544,9.445053683915226,20.110428196169444,3.7259952564331438,2.379434342403917,3.73492132309811,2.9137231899211957,2.34755553288618,2.37305858050037,1.582464104460483,1.837494580602382,15.301828568513937,1.778837571089745,13.006554283236847,1.5620616663691311,70.13338093902222,3.6979419040575348,1.3389099997449696,16.066919996939635,3.2516385708092117,38254.57142128484,36365.78766162557,231.32539338450943,14.021575578281604,19.420570758205606,88.69067353548749,10.438397388487925,13.70788809262707,988.7990614878478,22580.527147994188,70.3731095865956,41.56996761112953,82.5023590319043,126.70806661396036,2186.6504297263523,1668.3239397107955,4941.2154752492925,3235.699166050343,25255.798117875085,15979.68809772768,3377.108464461503,3.82
Seoul,9.039077880555956,62.578231480772,6.953136831196889,3.4765684155984444,2.8013075790999276,3.75469388884632,1.5955641212020748,0.8032680855608518,2.0301073606045557,3.13222126717025,3.2378463687729617,2.9748717806802643,13.923329707040702,9.908929204412349,28.396318786861187,7.694341217402477,3.4200533194344764,5.568148458927611,6.546176685603766,3.5549858927806826,2.7334241042169523,2.5696151536107847,1.1714505870463894,20.164096810470976,2.1353500396815517,3.1289115740386,1.0777362088355178,45.195389402779774,3.3375056789745066,0.5562509464957511,8.343764197436267,1.1836394359114775,27374.499704422153,27101.936740639234,160.60445148163697,30.938774988009314,19.94601862689732,57.18341776990929,19.17460981429701,10.429705246795333,1324.892633137621,21850.874906254332,46.8508965166036,31.600352051224036,70.0953441934841,70.97547920671383,893.1082385076121,594.4044353225469,2128.621475263729,1161.4697276414583,18819.60083014891,10055.810152386337,3066.0469289454772,3.99
Osaka,6.315236391928623,31.576181959643115,4.420665474350036,2.5260945567714495,2.6313695474248995,2.981865167176938,1.243533197934665,0.722147281417038,1.499868643083048,1.3277152990390737,5.683712752735761,2.127350530985076,9.602064324471794,6.315236391928623,18.187880808754436,3.3584427132276415,1.958607414592743,2.0524518273768027,4.025963199854497,1.532518415229319,1.1536042317136015,1.2314710964260815,0.8051926399708994,9.472854587892934,1.9056857336283812,3.9154465629957462,1.5156567340628695,32.52346741843241,4.104903654753605,1.894570917578587,21.47180373255732,1.0993563511069349,21686.521769882893,15010.053856335951,130.42093576646764,24.20838511827175,32.04982468903776,56.310878878818194,18.419460527246457,12.630472783857247,515.4134711570524,13051.488564369942,42.06496862590561,26.83975466569665,68.76130427314156,90.28640860084676,746.7767033455597,562.0560388816475,1749.3204805642285,931.4008078450393,6102.6234123495715,2080.8703911404814,2011.9445749593299,2.05
Beijing,4.432100224559745,26.59260134735847,5.170783595319702,1.1080250561399363,1.8570499940905332,3.13349485876374,0.5702635622266872,0.313201749202222,1.9634203994799668,1.7743174565654178,1.286786431863846,2.1968443446401134,13.665642359059213,3.6062522160501125,11.637217822952369,2.226391679470512,1.7757948233069378,1.9279635976834892,1.5024819761257535,0.8110743410944333,0.9307410471575464,0.6840208013237206,0.5658314620021274,10.654768939841627,0.9085805460347478,3.9150218650277746,0.6648150336839618,33.979435054958046,1.9205767639758895,0.3457038175156601,7.2390970334475835,1.1405271244533743,19190.993972343695,17123.327620848602,52.92075404798487,9.499468147973053,14.017255643540953,54.73052830634677,20.8382578891384,8.494858763739511,707.0204467557027,24644.323956979082,58.81987944687389,36.705176693062285,84.00011818933933,106.65701453728875,1106.9347594846945,580.3273844699208,2286.8085923649687,1190.4458692825908,12355.574104715755,6319.058030965608,1623.8003782058859,3.37
Shanghai,4.432100224559745,29.5473348303983,5.170783595319702,1.477366741519915,1.7669306228578183,3.0699680888783836,0.5451483276208486,0.3250206831343813,2.0904739392506797,1.7477248552180593,1.007564117716582,1.8230705590355751,15.883169838080606,3.1201985580900606,12.078950478666826,2.363786786431864,1.8112516251034156,1.7935232242051768,1.5674861127526296,0.8125517078359532,1.0637040538943388,0.5983335303155656,0.7002718354804397,11.81893393215932,0.9425599810897057,3.6934168537997873,0.4432100224559745,29.5473348303983,2.2160501122798726,0.4432100224559745,8.86420044911949,1.1479139581609739,19205.767639758895,18353.789445692,54.859059212859,8.703167474293819,11.099456329039121,64.42205413071741,18.023874246542963,8.86420044911949,1314.3097742583618,28034.791986762793,42.50975062049403,39.399893629594615,72.4544971043612,104.63893156837253,895.9180356931805,558.5583855336249,2239.687980144191,1175.178761375724,14189.435350431391,7201.592601347359,1689.011346176575,3.27
Krakow,10.693471635566485,53.46735817783243,9.356787681120675,4.812062236004919,1.7777896594129283,4.247981607228787,2.4488050045447256,2.574453296262632,1.1762818799123136,1.5291664438860075,1.729669037052879,4.133026787146447,8.950435758969148,7.033630968293856,12.182537560819119,1.3901513126236433,1.8553173287707854,1.8820510078597017,2.9914986900497245,0.9784526546543335,0.9864727583810083,1.3233171149013527,0.7619098540341122,6.683419772229054,1.136181361278939,5.614072608672405,1.6040207453349729,40.10051863337432,2.4060311180024594,1.0693471635566487,13.099502753568945,1.6040207453349729,31970.8068224349,30416.63636849703,329.47120782762124,9.356787681120675,18.31257017590761,43.54648986793562,24.357055017911563,8.020103726674865,462.6717638881463,10773.672672833234,81.79436454044804,46.55937550125648,98.35855210394054,118.01047960220285,936.3818638721061,777.821739827835,1495.5140886488798,1211.369833716516,5723.552371277335,3729.372293214992,1932.5429075549375,6.77
Macau,6.1898041545965485,55.70823739136894,6.1898041545965485,5.75651786377479,2.042635371016861,5.282378865532695,1.3209042065909036,0.959419643962465,3.0701428606798884,1.6972442991903738,1.6873406125430193,3.1605140013369977,17.398301517739977,7.778107900666023,22.769813563098865,3.1246131372403374,2.9302532867860065,3.601228057144272,2.8163608903414294,4.341528634034019,3.4130580108445367,1.91883928792493,1.1587313377404738,12.255812226101167,1.3716606006585952,6.1898041545965485,0.7427764985515859,22.283294956547575,2.5997177449305506,1.2936690683106786,14.855529971031716,1.8136126172967888,30949.02077298274,27691.151055980587,121.85743643071133,25.171457575082325,37.01502884448736,88.77912302854737,4.1261234494540595,14.607937804847856,1212.1703929287678,19075.497041273615,69.57339869766521,33.42494243482136,92.84706231894823,136.17569140112408,1116.6406694892173,1077.0259228997995,2089.0589021763353,1448.4141721755923,12507.50080467454,7879.8187625343535,2057.490900987893,3.28
Taipei,4.952318458838495,46.427985551610895,5.416598314354604,2.9404390849353566,2.1431158130623587,3.2960774542606956,0.940940507179314,0.6543250763740361,2.925582129558841,1.8097628768017926,3.1187225494535427,2.539610809673116,18.95871314004847,9.245359522844115,19.590443263454052,4.713988133006893,3.3914095845933367,3.0119381826848373,4.500109879565804,2.7414177868707843,2.1836629204440987,1.6404554894902514,1.1724613951300138,14.702195424676782,1.703288029936765,3.8689987959675745,0.7737997591935148,37.142388441288716,2.6309191812579504,0.7737997591935148,9.285597110322179,0.9431071465050559,33056.72571274696,24088.01879404855,73.3330031787694,16.98397615458662,25.466369114865927,40.90212671125816,16.24979494306381,9.285597110322179,619.0398073548118,15991.861793172608,59.00254115840919,35.07108124587951,81.24897471531906,109.38154828046216,709.1534321114519,471.9194257786746,1607.107505548144,920.3552669454408,14041.159337751213,8371.549549493779,1649.7924669045842,2.34
Kyoto,9.472854587892934,31.576181959643115,5.052189113542899,3.1576181959643117,3.3049526609880067,3.368105024907293,0.8525569129103642,0.7251785948851638,1.5788090979821559,1.6167005163337276,5.057872826295634,2.1388442612183862,8.630844119757091,6.315236391928623,11.156938676528542,5.052189113542899,2.3156077278284686,5.052189113542899,3.5786550062141926,1.894570917578587,1.684084088635606,1.1577722877322745,0.9630735497691151,7.578283670314348,1.589860761668031,3.9154465629957462,1.4525043701435834,81.67021582951894,3.315499105762527,4.420665474350036,0.3157618195964312,1.1026402740307375,21686.521769882893,15202.668566289774,102.03053795709683,23.843553911910032,30.78677741065204,52.669071508684716,18.94570917578587,12.314710964260815,647.8379788212233,6538.374723392646,56.04772297836653,45.839459112633506,69.65598381278609,103.14884001737954,563.7341234957107,327.25554982974126,1776.6864838784647,778.8791339537422,118.26293739327251,69.60160962745158,1894.7572802045129,2.07
Istanbul,10.515733640673174,50.47552147523124,8.938373594572198,4.20629345626927,3.283012042618165,3.769259566162893,1.5540151174186818,0.5482903520246993,1.1346476598286357,0.7777436600641879,2.184959135859072,2.2840173467542133,9.909186124279147,5.553989879657943,20.0715911146257,1.9656009321146297,2.2087246938869933,1.4234097056015211,1.37356512814473,0.5087511935357683,0.41158581469594807,0.9888995915689054,0.5588060856653725,11.567307004740492,2.2030461977210303,2.103146728134635,0.8833216258165467,57.79447208913977,1.146214966833376,0.7571328221284686,7.361013548471222,1.1844922372854263,42525.62684288232,41931.59662487013,71.53033368525989,10.723945166758503,14.943909076760647,62.00392026550124,18.775842415421952,8.517744248945272,933.3445501158834,20451.32161740396,53.9286780881555,37.92898935387126,104.23111058766125,85.15893479824513,1007.1109494024961,602.3193502117869,1853.2020408935848,1125.0814969357152,3068.3648875447443,1595.4704528916163,1119.8154278431389,42.78
Dubai,12.79782164737917,81.68822328114364,9.530292716133424,13.614703880190607,3.18856364874064,5.881552076242342,1.7072838665759018,0.8304969366916269,1.8597685500340368,1.4213750850918991,2.47787610619469,3.6215112321307013,14.755616065350578,8.430224642614023,11.757658270932607,2.5650102110279103,1.8543226684819605,1.8597685500340368,1.3723621511232131,1.078284547311096,0.9993192648059905,1.4023144996596326,0.6317222600408441,19.060585432266848,2.510551395507148,6.126616746085773,1.6337644656228727,95.30292716133424,3.2675289312457454,0.6807351940095303,8.168822328114365,0.7896528250510552,29952.348536419333,22529.933287950986,231.90197413206263,56.77876106194691,92.5990469707284,77.60381211708646,49.93873383253914,14.976174268209666,902.2573179033357,16654.368958475152,77.3641933287951,62.14840027229408,108.46289993192649,107.55616065350578,2288.0190605854323,1449.9659632402995,4327.330156569095,3052.285908781484,7244.860449285228,4026.2845473110965,4013.5929203539827,4.5
